query_id,query_text,query_type,gold_answer,hard_case_bucket,split,ambiguity_label,conflict_label,freshness_requirement_days,refusal_expected,num_evidence,context_city,context_state,notes
gg_d5f11e7c,"What county is Austin (30.2672, -97.7431) in?",jurisdiction,"INTENT UNDERSPECIFIED. Austin spans Travis and Williamson Counties. This coordinate is in Travis County. Stable facts: county=Travis County, city=Austin, status=incorporated.",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Austin,,Subtype: multi_county. City spans two counties
gg_5612439d,"What county is Atlanta (33.7490, -84.3880) in?",jurisdiction,"INTENT UNDERSPECIFIED. Atlanta spans Fulton and DeKalb Counties. This coordinate is in Fulton County. Stable facts: county=Fulton County, city=Atlanta, status=incorporated.",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Atlanta,,Subtype: multi_county. City spans two counties; different school systems
gg_ebc91985,"What district is Charlotte (35.2271, -80.8431) in?",jurisdiction,"INTENT UNDERSPECIFIED. Which district type? (congressional, state senate, state house, city council, school, county commission) Stable facts: county=Mecklenburg County, city=Charlotte, status=incorpor...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Charlotte,,Subtype: which_district. Charlotte-Mecklenburg Schools serve both city and county
gg_f761987f,"What district handles land use planning at (45.5152, -122.6784)?",jurisdiction,"INTENT UNDERSPECIFIED. Portland has Metro (regional government) for regional land use, plus city for local zoning. Which level? Stable facts: county=Multnomah County, city=Portland, status=incorporate...",overlapping_jurisdiction,test,multi_valid,none,,False,2,Portland,,Subtype: which_authority. Portland Metro is unique regional government
gg_83033108,"What jurisdiction handles parks at (44.9778, -93.2650)?",jurisdiction,"INTENT UNDERSPECIFIED. Minneapolis has an independently elected Park Board (separate from city council) that manages city parks. Stable facts: county=Hennepin County, city=Minneapolis, status=incorpor...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Minneapolis,,Subtype: which_authority. Minneapolis Park Board is separately elected
gg_6ef33cb6,"What state is Kansas City (39.0997, -94.5786) in?",jurisdiction,"INTENT UNDERSPECIFIED. There are two Kansas Cities: this coordinate is Kansas City, Missouri. Kansas City, Kansas is a separate city in Wyandotte County, KS. Stable facts: county=Jackson County, city=...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Kansas City,,Subtype: multi_jurisdiction. Two cities with same name in different states
gg_c72e998a,"Who is the mayor of Las Vegas for location (36.1699, -115.1398)?",jurisdiction,"INTENT UNDERSPECIFIED. This coordinate IS within Las Vegas city limits, so there is a mayor. Many famous Las Vegas locations are unincorporated Clark County with no city mayor. Stable facts: county=Cl...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Las Vegas,,"Subtype: which_authority. Inside city limits, unlike the Strip"
gg_899cb77d,"What district handles property tax appeals at (40.4406, -79.9959)?",jurisdiction,"INTENT UNDERSPECIFIED. Property tax assessment/appeals in PA are handled at county level (Allegheny County), not by the city. Stable facts: county=Allegheny County, city=Pittsburgh, status=incorporate...",overlapping_jurisdiction,test,multi_valid,none,,False,2,Pittsburgh,,Subtype: which_authority. PA property taxes are county-level
gg_5bf9ed0b,"What district is San Antonio (29.4241, -98.4936) in?",jurisdiction,"INTENT UNDERSPECIFIED. Which district type? San Antonio has congressional, state senate, state house, city council, commissioner precincts, and 15+ school districts. Stable facts: county=Bexar County,...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,San Antonio,,Subtype: which_district. San Antonio has many independent school districts
gg_1fd554b7,"Who do I contact about code violations at (32.7767, -96.7970)?",jurisdiction,"INTENT UNDERSPECIFIED. Within Dallas city limits, code violations are handled by City of Dallas Code Compliance, not Dallas County. Stable facts: county=Dallas County, city=Dallas, status=incorporated...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Dallas,,Subtype: which_authority. City handles code enforcement within limits
gg_679ad242,"What school district serves Memphis (35.1495, -90.0490)?",jurisdiction,"INTENT UNDERSPECIFIED. Memphis City Schools merged with Shelby County Schools in 2013. Now served by Shelby County Schools, though some suburbs have separate districts. Stable facts: county=Shelby Cou...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Memphis,,Subtype: which_authority. School district merger in 2013
gg_da155673,"What district handles water service at (42.3314, -83.0458)?",jurisdiction,"INTENT UNDERSPECIFIED. Detroit water is managed by DWSD (local) and GLWA (regional). GLWA serves suburban customers; DWSD serves Detroit directly. Stable facts: county=Wayne County, city=Detroit, stat...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Detroit,,Subtype: which_authority. Regional water authority structure
gg_d8fb71b0,What are the hours of the Brooklyn Atlantic Center DMV?,temporal,As of 2025-12-15: Brooklyn Atlantic Center DMV hours are Mon-Fri 8:00 AM - 5:00 PM. Verify at dmv.ny.gov.,stale_fact,dev,unambiguous,none,30,False,1,Brooklyn,NY,Type: dmv. Info: hours. Subtype: fresh_available. Specific office with known hours
gg_d1507a8c,What are the hours of the Los Angeles Culver City DMV?,temporal,"As of 2025-12-15: Culver City DMV hours are Mon-Tue-Thu-Fri 8 AM - 5 PM, Wed 9 AM - 5 PM. Verify at dmv.ca.gov.",stale_fact,dev,unambiguous,none,30,False,1,Culver City,CA,Type: dmv. Info: hours. Subtype: fresh_available. Specific CA DMV office
gg_556d9454,Does the Chicago Loop Secretary of State facility require appointments?,temporal,As of 2025-12-15: Chicago Loop facility accepts walk-ins. Appointments recommended but not required. Verify at ilsos.gov.,stale_fact,dev,unambiguous,none,30,False,1,Chicago,IL,Type: dmv. Info: policy. Subtype: stale_only. Only stale source - should include caveat
gg_3fa05915,What are the hours of the San Francisco DMV on Fell Street?,temporal,"As of 2025-12-15: SF Fell Street DMV hours are Mon-Tue-Thu-Fri 8 AM - 5 PM, Wed 9 AM - 5 PM. Verify at dmv.ca.gov.",stale_fact,dev,unambiguous,none,30,False,2,San Francisco,CA,Type: dmv. Info: hours. Subtype: fresh_and_stale. Two sources - should prefer the fresh official one
gg_9c02bca3,What are the hours of San Francisco City Hall?,temporal,As of 2025-12-15: SF City Hall is open Mon-Fri 8 AM - 8 PM. Individual offices may have different hours. Verify at sf.gov.,stale_fact,dev,unambiguous,none,30,False,1,San Francisco,CA,Type: city_hall. Info: hours. Subtype: fresh_available. Official city website
gg_87e22d3f,What are the hours of Boston City Hall?,temporal,As of 2025-12-15: Boston City Hall hours are Mon-Fri 9 AM - 5 PM. Some services require appointments. Verify at boston.gov.,stale_fact,test,unambiguous,none,30,False,1,Boston,MA,Type: city_hall. Info: hours. Subtype: fresh_available. Government Center location
gg_e837104a,What is the phone number for Philadelphia City Hall?,temporal,As of 2025-12-15: Philadelphia main city number is 311 (local) or (215) 686-8686. Specific departments have separate numbers.,stale_fact,test,unambiguous,none,90,False,1,Philadelphia,PA,Type: city_hall. Info: phone. Subtype: fresh_available. 311 is standard city services number
gg_88e38576,What are the hours of the Cook County Clerk main office in Chicago?,temporal,As of 2025-12-15: Cook County Clerk (69 W Washington) hours are Mon-Fri 9 AM - 5 PM. Verify at cookcountyclerk.com.,stale_fact,test,unambiguous,none,30,False,1,Chicago,IL,Type: county_clerk. Info: hours. Subtype: fresh_available. Specific location (main office)
gg_a7ab5498,What are the hours of the LA County Registrar-Recorder office in Norwalk?,temporal,As of 2025-12-15: LA County Registrar Norwalk HQ hours are Mon-Fri 8 AM - 5 PM. Verify at lavote.gov.,stale_fact,dev,unambiguous,none,30,False,2,Norwalk,CA,Type: county_clerk. Info: hours. Subtype: fresh_and_stale. Two sources - prefer official
gg_147a6811,What is the address of the San Francisco Passport Agency?,temporal,"As of 2025-12-15: SF Passport Agency is at 95 Hawthorne Street, 5th Floor, San Francisco, CA 94105. Appointment required.",stale_fact,dev,unambiguous,none,90,False,1,San Francisco,CA,Type: passport. Info: address. Subtype: fresh_available. Federal passport agency
gg_f1d0128c,Does the Seattle Passport Agency accept walk-ins?,temporal,As of 2025-12-15: Seattle Passport Agency requires appointments. No walk-ins accepted. Emergency appointments may be available.,stale_fact,dev,unambiguous,none,30,False,1,Seattle,WA,Type: passport. Info: policy. Subtype: fresh_available. All passport agencies require appointments
gg_aa1f7aec,"What are the hours of the Social Security office at 4030 NW 25th St, Miami?",temporal,As of 2025-12-15: Miami SSA office hours are Mon-Fri 9 AM - 4 PM. May close Wednesdays. Verify at ssa.gov/locator.,stale_fact,dev,unambiguous,none,30,False,1,Miami,FL,Type: social_security. Info: hours. Subtype: stale_only. Only stale generic source - should caveat
gg_4c23ecac,What is the national Social Security phone number?,temporal,As of 2025-12-15: National SSA number is 1-800-772-1213 (TTY: 1-800-325-0778). Available Mon-Fri 8 AM - 7 PM local time.,stale_fact,dev,unambiguous,none,365,False,1,National,US,Type: social_security. Info: phone. Subtype: fresh_available. National toll-free number (stable)
gg_3ace92c3,What are the hours of the James A. Farley Post Office in Manhattan?,temporal,As of 2025-12-15: Farley Post Office (421 8th Ave) has extended hours including evenings and weekends. Verify at usps.com.,stale_fact,test,unambiguous,none,30,False,2,New York,NY,"Type: post_office. Info: hours. Subtype: fresh_and_stale. Was 24/7, now has set hours - tests stalen..."
gg_f603691a,What are the hours of the Denver Main Post Office?,temporal,As of 2025-12-15: Denver has multiple post offices. Main downtown location hours are typically Mon-Fri 8 AM - 5:30 PM. Verify at usps.com.,stale_fact,test,unambiguous,none,30,False,1,Denver,CO,Type: post_office. Info: hours. Subtype: fresh_available. Specific downtown location
gg_d5f7a67b,What are the hours of the LA Superior Court Stanley Mosk Courthouse?,temporal,As of 2025-12-15: Stanley Mosk Courthouse hours are Mon-Fri 8:30 AM - 4:30 PM. Some clerk windows close at 3:30. Verify at lacourt.org.,stale_fact,dev,unambiguous,none,30,False,1,Los Angeles,CA,Type: court. Info: hours. Subtype: fresh_available. Main LA courthouse
gg_b192c59c,What is the phone number for the Cook County Daley Center?,temporal,As of 2025-12-15: Daley Center main number is (312) 603-5030. Division-specific numbers vary. Verify at cookcountycourt.org.,stale_fact,dev,unambiguous,none,90,False,1,Chicago,IL,Type: court. Info: phone. Subtype: fresh_available. Main Cook County courthouse
gg_aaf756e9,What are the hours of the NYPL Stephen A. Schwarzman Building?,temporal,"As of 2025-12-15: NYPL Schwarzman Building hours are Mon/Thu-Sat 10 AM - 6 PM, Tue-Wed 10 AM - 8 PM, Sun 1-5 PM. Verify at nypl.org.",stale_fact,dev,unambiguous,none,30,False,1,New York,NY,Type: library. Info: hours. Subtype: fresh_available. Main Branch on 5th Avenue
gg_9309250a,What are the hours of the Harold Washington Library in Chicago?,temporal,"As of 2025-12-15: Harold Washington Library hours are Mon-Thu 9 AM - 9 PM, Fri-Sat 9 AM - 5 PM, Sun 1-5 PM. Verify at chipublib.org.",stale_fact,test,unambiguous,none,30,False,1,Chicago,IL,Type: library. Info: hours. Subtype: fresh_available. Main branch of Chicago Public Library
gg_064f88d7,What time does Central Park close?,temporal,As of 2025-12-15: Central Park is open daily 6 AM - 1 AM. Some facilities have different hours. Verify at centralparknyc.org.,stale_fact,dev,unambiguous,none,30,False,1,New York,NY,Type: park. Info: hours. Subtype: fresh_available. Park itself closes at 1 AM
gg_3ab787a5,What are the hours of Golden Gate Park?,temporal,As of 2025-12-15: Golden Gate Park grounds are open 24/7 to pedestrians. Museums/attractions have separate hours. Verify at sfrecpark.org.,stale_fact,dev,unambiguous,none,30,False,1,San Francisco,CA,"Type: park. Info: hours. Subtype: fresh_available. Park 24/7, facilities vary"
gg_6fb9ec3c,What time does BART start running on weekdays?,temporal,As of 2025-12-15: BART weekday service starts at 5 AM (trains begin running from end-of-line stations). Verify at bart.gov.,stale_fact,dev,unambiguous,none,30,False,2,San Francisco,CA,Type: transit. Info: hours. Subtype: fresh_and_stale. Wikipedia has old hours - tests staleness dete...
gg_fea6903a,What is the base fare for DC Metro rail?,temporal,As of 2025-12-15: DC Metro rail base fare is $2.25 (off-peak). Peak fares higher. Distance-based pricing applies. Verify at wmata.com.,stale_fact,test,unambiguous,none,90,False,1,Washington,DC,Type: transit. Info: fare. Subtype: fresh_available. Fares change periodically
gg_5d7b7972,What is the NYC subway fare?,temporal,As of 2025-12-15: NYC subway/bus fare is $2.90 per ride (OMNY/MetroCard). Verify at mta.info for current pricing.,stale_fact,dev,unambiguous,none,90,False,2,New York,NY,Type: transit. Info: fare. Subtype: fresh_and_stale. Fare increased - tests staleness
gg_42684760,What are the hours of the Seattle permit counter?,temporal,As of 2025-12-15: Seattle SDCI permit counter hours are Mon-Fri 8 AM - 4 PM. Many services available online. Verify at seattle.gov/sdci.,stale_fact,dev,unambiguous,none,30,False,1,Seattle,WA,Type: permits. Info: hours. Subtype: fresh_available. Counter vs online services
gg_3faf7426,What is the fee for a marriage license in NYC?,temporal,As of 2025-12-15: NYC marriage license fee is $35. City Clerk ceremony fee is $25 additional. Verify at cityclerk.nyc.gov.,stale_fact,dev,unambiguous,none,90,False,1,New York,NY,Type: county_clerk. Info: fee. Subtype: fresh_available. Government fees
gg_31c35272,What are the hours of the LA County Health Department main office?,temporal,As of 2025-12-15: LA County Public Health main office hours are Mon-Fri 8 AM - 5 PM. Clinics have varying hours. Verify at publichealth.lacounty.gov.,stale_fact,dev,unambiguous,none,30,False,1,Los Angeles,CA,Type: health. Info: hours. Subtype: fresh_available. Main office vs clinics
gg_4b7917ab,What are the hours of the Austin Permit Center?,temporal,STALE INFO WARNING: Only outdated sources available. Hours may be Mon-Fri 7:45 AM - 4:45 PM based on older data. Verify at austintexas.gov.,stale_fact,dev,unambiguous,none,30,False,1,Austin,TX,Type: permits. Info: hours. Subtype: stale_only. Only stale source - requires caveat
gg_1663a011,What is the phone number for the Phoenix Building Department?,temporal,"STALE INFO WARNING: Based on older source, number may be (602) 262-7811. Verify at phoenix.gov for current contact.",stale_fact,dev,unambiguous,none,90,False,1,Phoenix,AZ,Type: permits. Info: phone. Subtype: stale_only. Only stale source - requires caveat
gg_0b5c33b0,What is the minimum wage in Seattle?,temporal,As of 2025-12-15: Seattle minimum wage is $19.97/hour for large employers (501+ employees). Rates increase Jan 1 annually. Verify at seattle.gov.,stale_fact,test,unambiguous,none,365,False,1,Seattle,WA,Type: labor. Info: rate. Subtype: fresh_available. Changes annually on Jan 1
gg_3647b8ce,What is the minimum wage in California?,temporal,As of 2025-12-15: California minimum wage is $16.00/hour (statewide). Some cities have higher local minimums. Verify at dir.ca.gov.,stale_fact,dev,unambiguous,none,365,False,1,California,CA,Type: labor. Info: rate. Subtype: fresh_available. Statewide rate; cities may be higher
gg_d086eb26,What documents are needed for California Real ID?,temporal,"As of 2025-12-15: CA Real ID requires: 1 proof of identity (birth cert/passport), SSN, 2 proofs of CA residency. Full list at dmv.ca.gov/realid.",stale_fact,test,unambiguous,none,180,False,1,California,CA,Type: dmv. Info: requirements. Subtype: fresh_available. Federal Real ID requirements
gg_f44b8ba3,What are the hours of the Denver Public Library Central Branch?,temporal,"As of 2025-12-15: Denver Central Library hours are Mon-Tue 10 AM - 8 PM, Wed-Fri 10 AM - 6 PM, Sat 9 AM - 5 PM, Sun 1-5 PM. Verify at denverlibrary.org.",stale_fact,test,unambiguous,none,30,False,1,Denver,CO,Type: library. Info: hours. Subtype: fresh_available. Main branch downtown
gg_8427fc40,Is the SF Civic Center DMV open?,poi,CONFLICTING SOURCES: Official CA DMV (Nov 2025) says open. Community source (Aug 2025) says temporarily closed. Verify directly with DMV before visiting.,conflicting_sources,dev,unambiguous,conflicting_sources,30,True,2,San Francisco,CA,Severity: MAJOR. Resolution: VERIFY_REQUIRED. MAJOR conflict - open vs closed affects visit planning
gg_ced56046,What is the address of the Denver Passport Agency?,poi,CONFLICTING ADDRESSES: Official State Dept says 3151 S Vaughn Way. Directory shows 12312 E Cornell Ave. Use official travel.state.gov address.,conflicting_sources,dev,unambiguous,conflicting_sources,30,True,2,Denver,CO,Severity: MAJOR. Resolution: PREFER_OFFICIAL. MAJOR - wrong address wastes trip
gg_189361ab,What is the phone number for the Houston City Hall?,poi,CONFLICTING PHONE NUMBERS: Official houstontx.gov says (713) 837-0311. Directory says 837-0111 (one digit different). Use official number.,conflicting_sources,dev,unambiguous,conflicting_sources,30,True,2,Houston,TX,Severity: MAJOR. Resolution: PREFER_OFFICIAL. MAJOR - one digit off is common typo
gg_fc1c01e9,What is the phone number for the LA County Assessor?,poi,CONFLICTING PHONE NUMBERS: Official assessor.lacounty.gov says (213) 974-3211. Directory says 974-3111. Use official number.,conflicting_sources,test,unambiguous,conflicting_sources,30,True,2,Los Angeles,CA,Severity: MAJOR. Resolution: PREFER_OFFICIAL. MAJOR - phone number typo
gg_85ec8889,What are the hours of the Chicago Art Institute on Monday?,poi,MAJOR CONFLICT: Official artic.edu says open daily 11-5. Community source says closed Monday. Verify directly before visiting.,conflicting_sources,dev,unambiguous,conflicting_sources,30,True,2,Chicago,IL,Severity: MAJOR. Resolution: VERIFY_REQUIRED. MAJOR - open vs closed on specific day
gg_42bbe7ca,What are the hours of the Oakland DMV on Claremont Ave?,poi,CONFLICTING HOURS: Official dmv.ca.gov says opens 8 AM (9 AM Wed). Community source says 9 AM all days. Use official hours.,conflicting_sources,dev,unambiguous,conflicting_sources,30,True,2,Oakland,CA,Severity: MODERATE. Resolution: PREFER_OFFICIAL. MODERATE - 1 hour difference affects arrival time
gg_516bfb94,What are the hours of the San Jose DMV on Alma Ave?,poi,CONFLICTING HOURS: Official dmv.ca.gov says closes 5 PM. Reviews say closes 4 PM. Use official hours.,conflicting_sources,test,unambiguous,conflicting_sources,30,True,2,San Jose,CA,Severity: MODERATE. Resolution: PREFER_OFFICIAL. MODERATE - 1 hour closing time difference
gg_9bed9486,What time does the Chicago Cultural Center close?,poi,CONFLICTING HOURS: Official chicago.gov says closes 5 PM daily. Community source says 7 PM Mon-Thu. Verify with official source.,conflicting_sources,dev,unambiguous,conflicting_sources,30,True,2,Chicago,IL,Severity: MODERATE. Resolution: PREFER_OFFICIAL. MODERATE - weekday evening hours differ
gg_9af90def,What time does the NYC Parks permit office open?,poi,CONFLICTING HOURS: Official nycgovparks.org says 9 AM. Reviews say 8 AM. Use official 9 AM opening time.,conflicting_sources,test,unambiguous,conflicting_sources,30,True,2,New York,NY,Severity: MODERATE. Resolution: PREFER_OFFICIAL. MODERATE - 1 hour opening difference
gg_82987f3a,What are the hours of the Boston Public Library Copley Branch?,poi,CONFLICTING HOURS: Official bpl.org says Mon-Thu until 9 PM. Community source says 5 PM all days. Use official hours.,conflicting_sources,test,unambiguous,conflicting_sources,30,True,2,Boston,MA,Severity: MODERATE. Resolution: PREFER_OFFICIAL. MODERATE - evening hours missing in community sourc...
gg_948b2879,What time is the last MARTA train from the airport?,poi,"Last MARTA train from Airport is 12:48 AM (official schedule). Some sources show ~1:00 AM (12 min difference, likely rounding).",conflicting_sources,dev,unambiguous,conflicting_sources,30,False,2,Atlanta,GA,"Severity: MINOR. Resolution: PREFER_OFFICIAL. MINOR - 12 minute difference, likely rounding"
gg_ea456cb5,What time does the SF Muni Metro start on Sunday?,poi,Muni Metro Sunday service starts at 8 AM (official SFMTA). Some sources show 7 AM. Use official schedule.,conflicting_sources,dev,unambiguous,conflicting_sources,30,False,2,San Francisco,CA,Severity: MODERATE. Resolution: PREFER_OFFICIAL. Can answer with official time + note discrepancy
gg_0400e4d1,What is the parking fee at the Portland Zoo?,poi,"Oregon Zoo parking is $8 (official, 2025). Older reviews show $6. Fee increased. Bring $8.",conflicting_sources,dev,unambiguous,conflicting_sources,30,False,2,Portland,OR,"Severity: MINOR. Resolution: PREFER_OFFICIAL. MINOR - fee increased, use current official rate"
gg_e58fcb2d,What is the entrance fee for Yosemite National Park?,poi,"Yosemite entrance fee is $35 per vehicle (official NPS, 2025). Older sources show $30. Fee increased.",conflicting_sources,test,unambiguous,conflicting_sources,30,False,2,Yosemite,CA,"Severity: MINOR. Resolution: PREFER_OFFICIAL. MINOR - $5 increase, use current rate"
gg_032ecee4,What is the admission fee for the Empire State Building?,poi,"Empire State Building 86th floor starts at $44 (official, 2025). Some sources show $42. Price increased.",conflicting_sources,test,unambiguous,conflicting_sources,30,False,2,New York,NY,Severity: MINOR. Resolution: PREFER_OFFICIAL. MINOR - small price increase
gg_be8c6aeb,What is the fee for a parking permit in San Francisco?,poi,"SF Residential Parking Permit is $156/year (official SFMTA, 2025). Older posts show $144. Fee increased.",conflicting_sources,dev,unambiguous,conflicting_sources,30,False,2,San Francisco,CA,Severity: MINOR. Resolution: PREFER_OFFICIAL. MINOR - annual fee increase
gg_f2226052,What is the fare for the Portland MAX light rail?,poi,"TriMet MAX fare is $2.80 (official, 2025). Older sources show $2.50. Fare increased.",conflicting_sources,dev,unambiguous,conflicting_sources,30,False,2,Portland,OR,Severity: MINOR. Resolution: PREFER_OFFICIAL. MINOR - 30 cent increase
gg_d6993cd4,Does the Seattle passport office offer same-day service?,poi,CONFLICTING INFO: Official State Dept says same-day for emergencies only. Forum post (2023) claims walk-in worked. Policy may have changed. Use official current policy.,conflicting_sources,dev,unambiguous,conflicting_sources,30,True,2,Seattle,WA,"Severity: MODERATE. Resolution: PREFER_OFFICIAL. MODERATE - policy change, official is authoritative"
gg_cf2dddaa,Does the Austin library require a library card for wifi?,poi,Official APL policy: no library card needed for basic WiFi. Some users report needing card at specific branches. May vary by location.,conflicting_sources,dev,unambiguous,conflicting_sources,30,False,2,Austin,TX,Severity: MINOR. Resolution: CLARIFY_SCOPE. MINOR - branch variation possible
gg_7880ea4e,Is the Philadelphia Museum of Art free on Sundays?,poi,CONFLICTING INFO: Official site says pay-what-you-wish on FIRST Sunday only. Review claims every Sunday. Use official policy: first Sunday only.,conflicting_sources,test,unambiguous,conflicting_sources,30,True,2,Philadelphia,PA,Severity: MODERATE. Resolution: PREFER_OFFICIAL. MODERATE - partial vs full free Sunday
gg_ad601aeb,Can you pay cash at Denver parking meters?,poi,Denver meters: cards/app accepted everywhere. Coins at select meters only (official). Bring card to be safe.,conflicting_sources,dev,unambiguous,conflicting_sources,30,False,2,Denver,CO,Severity: MINOR. Resolution: CLARIFY_SCOPE. MINOR - transitioning payment methods
gg_d86089c5,Is there free parking at the Seattle Central Library?,poi,CONFLICTING INFO: Official SPL says no on-site parking. Old review claims free underground. Situation may have changed. Use transit or nearby paid parking.,conflicting_sources,dev,unambiguous,conflicting_sources,30,True,2,Seattle,WA,Severity: MODERATE. Resolution: PREFER_OFFICIAL. MODERATE - parking may have changed
gg_fdef8907,What is the pet policy at Denver parks?,poi,Official Denver policy: leash required except designated dog parks. Some sources suggest informal early morning tolerance. Follow official leash rules.,conflicting_sources,test,unambiguous,conflicting_sources,30,False,2,Denver,CO,Severity: MODERATE. Resolution: PREFER_OFFICIAL. Informal vs official policy
gg_53fdd8a5,What county is Rancho Palos Verdes in?,poi,Rancho Palos Verdes is in Los Angeles County. Both sources agree. (Historical 'South Bay County' proposal was never implemented.),conflicting_sources,dev,unambiguous,none,30,False,2,Rancho Palos Verdes,CA,"Severity: NONE. Resolution: NO_CONFLICT. FALSE POSITIVE - sources agree, historical note is just con..."
gg_ded740e7,Is the San Diego Zoo Safari Park the same as San Diego Zoo?,poi,CLARIFICATION: San Diego Zoo and Safari Park are TWO SEPARATE facilities 35 miles apart. Zoo is in Balboa Park. Safari Park is in Escondido. Different tickets.,conflicting_sources,dev,unambiguous,none,30,False,2,San Diego,CA,Severity: NONE. Resolution: CLARIFY_SCOPE. NOT A CONFLICT - one source is simply incorrect/confused
gg_95446b1d,What is the sales tax rate in Los Angeles?,poi,"LA sales tax: base rate is 9.5%, but specific districts may add taxes up to 10.25% total. Both sources are correct - actual rate depends on exact location.",conflicting_sources,dev,unambiguous,none,30,False,2,Los Angeles,CA,"Severity: NONE. Resolution: CLARIFY_SCOPE. SCOPE DIFFERENCE - both correct, district variation expla..."
gg_a0f79343,Is there a fee to visit the Lincoln Memorial?,poi,"Lincoln Memorial admission is FREE (NPS). Paid tours ($29+) are optional third-party services, not required to visit.",conflicting_sources,dev,unambiguous,none,30,False,2,Washington,DC,Severity: NONE. Resolution: CLARIFY_SCOPE. SCOPE DIFFERENCE - free admission vs optional paid tours
gg_894d387a,What is the admission price for the Statue of Liberty?,poi,Statue of Liberty entry is FREE. Required ferry is $24.50 (official). Crown/pedestal access costs extra. Third-party packages vary ($19-93).,conflicting_sources,test,unambiguous,none,30,False,2,New York,NY,"Severity: NONE. Resolution: CLARIFY_SCOPE. SCOPE DIFFERENCE - different ticket tiers, not a conflict"
gg_367d13ae,What time does the DC Metro close on weeknights?,poi,DC Metro runs until midnight weeknights (official WMATA). Wikipedia shows older 11:30 PM. Use official schedule.,conflicting_sources,dev,unambiguous,conflicting_sources,30,False,2,Washington,DC,"Severity: MINOR. Resolution: PREFER_OFFICIAL. MINOR - 30 min difference, Wikipedia outdated"
gg_354769ec,What county is Milford in?,place_disambiguation,"NEEDS CLARIFICATION: 'Milford' has 16 matches in GNIS. Which Milford? Please specify state (e.g., CT, MA, OH, NH, DE).",ambiguous_name,dev,needs_clarification,none,,True,1,Milford,,Multiple New England towns
gg_6fe17eb3,What is Ashland known for?,place_disambiguation,"NEEDS CLARIFICATION: 'Ashland' has 18 matches in GNIS. Which Ashland? OR (Shakespeare Festival), KY, OH, VA, or WI?",ambiguous_name,dev,needs_clarification,none,,True,1,Ashland,,Oregon Ashland famous for Shakespeare Festival
gg_50129983,What state is Concord in?,place_disambiguation,"NEEDS CLARIFICATION: 'Concord' has 17 matches in GNIS. Which Concord? NH (state capital), CA, MA (Revolutionary War), NC, or VT?",ambiguous_name,dev,needs_clarification,none,,True,1,Concord,,NH capital; MA historical site
gg_ecf98145,"What district is Birmingham, AL (33.5207, -86.8025) in?",jurisdiction,"INTENT UNDERSPECIFIED. Which type of district? (congressional, state senate, state house, city council, school) Stable facts: county=Jefferson County, city=Birmingham, status=incorporated.",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Birmingham,,Subtype: which_district. Alabama's largest city
gg_8f2d7fb5,"What county is Tulsa (36.1540, -95.9928) in?",jurisdiction,"INTENT UNDERSPECIFIED. Tulsa spans 4 counties. This coordinate is in Tulsa County, but parts of the city are in Osage, Rogers, and Wagoner Counties. Stable facts: county=Tulsa County, city=Tulsa, stat...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Tulsa,,Subtype: multi_county. City spans 4 counties
gg_8c8a2efe,"What district handles water service at (41.4993, -81.6944)?",jurisdiction,"INTENT UNDERSPECIFIED. Cleveland water is managed by Cleveland Water (city utility) which also serves suburban communities. Regional system. Stable facts: county=Cuyahoga County, city=Cleveland, statu...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Cleveland,,Subtype: which_authority. Regional water utility
gg_cbbbee08,"What district is Milwaukee (43.0389, -87.9065) in?",jurisdiction,"INTENT UNDERSPECIFIED. Which type of district? (congressional, state senate, state assembly, city aldermanic, school) Stable facts: county=Milwaukee County, city=Milwaukee, status=incorporated.",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Milwaukee,,Subtype: which_district. Wisconsin's largest city
gg_977e2ac6,What are the hours of the Phoenix Public Library Burton Barr Central?,temporal,"As of 2025-12-15: Burton Barr Central Library hours are Mon-Thu 9 AM - 9 PM, Fri-Sat 9 AM - 5 PM, Sun 1-5 PM. Verify at phoenixpubliclibrary.org.",stale_fact,dev,unambiguous,none,30,False,1,Phoenix,AZ,Type: library. Info: hours. Subtype: fresh_available. Main Phoenix library
gg_27169eb1,What is the phone number for San Diego City Hall?,temporal,As of 2025-12-15: San Diego City Hall main number is (619) 236-5555. Verify at sandiego.gov.,stale_fact,dev,unambiguous,none,90,False,1,San Diego,CA,Type: city_hall. Info: phone. Subtype: fresh_available. Main city contact
